"Time (CET)","Day-ahead Total Load Forecast [MW] - BZN|BE","Actual Total Load [MW] - BZN|BE"
"18.06.2017 03:15 - 18.06.2017 03:30","7310","7546"
"18.06.2017 03:30 - 18.06.2017 03:45","7295","7513"
"18.06.2017 03:45 - 18.06.2017 04:00","7306","7397"
"18.06.2017 04:00 - 18.06.2017 04:15","7282","7438"
"18.06.2017 04:15 - 18.06.2017 04:30","7229","7454"
"18.06.2017 04:30 - 18.06.2017 04:45","7213","7431"
"18.06.2017 04:45 - 18.06.2017 05:00","7220","7300"
"18.06.2017 05:00 - 18.06.2017 05:15","7205","7173"
"18.06.2017 05:15 - 18.06.2017 05:30","7085","7078"
"18.06.2017 05:30 - 18.06.2017 05:45","6968","6995"
"18.06.2017 05:45 - 18.06.2017 06:00","6948","7056"
"18.06.2017 06:00 - 18.06.2017 06:15","7005","7099"
"18.06.2017 06:15 - 18.06.2017 06:30","7067","7170"
"18.06.2017 06:30 - 18.06.2017 06:45","7125","7305"
"18.06.2017 06:45 - 18.06.2017 07:00","7195","7335"
"18.06.2017 07:00 - 18.06.2017 07:15","7312","7471"
"18.06.2017 07:15 - 18.06.2017 07:30","7430","7485"
"18.06.2017 07:30 - 18.06.2017 07:45","7546","7604"
"18.06.2017 07:45 - 18.06.2017 08:00","7618","7726"
"18.06.2017 08:00 - 18.06.2017 08:15","7827","7946"
"18.06.2017 08:15 - 18.06.2017 08:30","7947","7996"
"18.06.2017 08:30 - 18.06.2017 08:45","8069","8083"
"18.06.2017 08:45 - 18.06.2017 09:00","8175","8209"
"18.06.2017 09:00 - 18.06.2017 09:15","8249","8376"
"18.06.2017 09:15 - 18.06.2017 09:30","8383","8474"
"18.06.2017 09:30 - 18.06.2017 09:45","8498","8548"
"18.06.2017 09:45 - 18.06.2017 10:00","8496","8739"
"18.06.2017 10:00 - 18.06.2017 10:15","8583","8886"
"18.06.2017 10:15 - 18.06.2017 10:30","8673","8891"
"18.06.2017 10:30 - 18.06.2017 10:45","8705","8968"
"18.06.2017 10:45 - 18.06.2017 11:00","8714","8936"
"18.06.2017 11:00 - 18.06.2017 11:15","8819","9083"
"18.06.2017 11:15 - 18.06.2017 11:30","8842","9113"
"18.06.2017 11:30 - 18.06.2017 11:45","8918","9175"
"18.06.2017 11:45 - 18.06.2017 12:00","8969","9105"
"18.06.2017 12:00 - 18.06.2017 12:15","9048","9207"
"18.06.2017 12:15 - 18.06.2017 12:30","8992","9176"
"18.06.2017 12:30 - 18.06.2017 12:45","8945","9225"
"18.06.2017 12:45 - 18.06.2017 13:00","8863","9007"
"18.06.2017 13:00 - 18.06.2017 13:15","8785","8934"
"18.06.2017 13:15 - 18.06.2017 13:30","8744","8918"
"18.06.2017 13:30 - 18.06.2017 13:45","8669","8872"
"18.06.2017 13:45 - 18.06.2017 14:00","8585","8736"
"18.06.2017 14:00 - 18.06.2017 14:15","8539","8648"
"18.06.2017 14:15 - 18.06.2017 14:30","8508","8562"
"18.06.2017 14:30 - 18.06.2017 14:45","8496","8529"
"18.06.2017 14:45 - 18.06.2017 15:00","8504","8506"
"18.06.2017 15:00 - 18.06.2017 15:15","8443","8519"
"18.06.2017 15:15 - 18.06.2017 15:30","8397","8504"
"18.06.2017 15:30 - 18.06.2017 15:45","8385","8457"
"18.06.2017 15:45 - 18.06.2017 16:00","8399","8454"
"18.06.2017 16:00 - 18.06.2017 16:15","8396","8443"
"18.06.2017 16:15 - 18.06.2017 16:30","8375","8415"
"18.06.2017 16:30 - 18.06.2017 16:45","8332","8516"
"18.06.2017 16:45 - 18.06.2017 17:00","8382","8520"
"18.06.2017 17:00 - 18.06.2017 17:15","8394","8559"
"18.06.2017 17:15 - 18.06.2017 17:30","8493","8568"
"18.06.2017 17:30 - 18.06.2017 17:45","8601","8567"
"18.06.2017 17:45 - 18.06.2017 18:00","8654","8655"
"18.06.2017 18:00 - 18.06.2017 18:15","8662","8694"
"18.06.2017 18:15 - 18.06.2017 18:30","8683","8821"
"18.06.2017 18:30 - 18.06.2017 18:45","8716","8827"
"18.06.2017 18:45 - 18.06.2017 19:00","8753","8876"
"18.06.2017 19:00 - 18.06.2017 19:15","8817","8991"
"18.06.2017 19:15 - 18.06.2017 19:30","8786","8950"
"18.06.2017 19:30 - 18.06.2017 19:45","8813","8964"
"18.06.2017 19:45 - 18.06.2017 20:00","8775","8944"
"18.06.2017 20:00 - 18.06.2017 20:15","8741","8965"
"18.06.2017 20:15 - 18.06.2017 20:30","8719","8971"
"18.06.2017 20:30 - 18.06.2017 20:45","8680","8955"
"18.06.2017 20:45 - 18.06.2017 21:00","8651","8989"
"18.06.2017 21:00 - 18.06.2017 21:15","8607","8893"
"18.06.2017 21:15 - 18.06.2017 21:30","8633","8928"
"18.06.2017 21:30 - 18.06.2017 21:45","8629","8867"
"18.06.2017 21:45 - 18.06.2017 22:00","8663","8882"
"18.06.2017 22:00 - 18.06.2017 22:15","8711","8876"
"18.06.2017 22:15 - 18.06.2017 22:30","8810","8970"
"18.06.2017 22:30 - 18.06.2017 22:45","8794","9033"
"18.06.2017 22:45 - 18.06.2017 23:00","8721","9051"
"18.06.2017 23:00 - 18.06.2017 23:15","8627","8951"
"18.06.2017 23:15 - 18.06.2017 23:30","8476","8814"
"18.06.2017 23:30 - 18.06.2017 23:45","8281","8637"
"18.06.2017 23:45 - 19.06.2017 00:00","8095","8463"
"19.06.2017 00:00 - 19.06.2017 00:15","7988","8331"
"19.06.2017 00:15 - 19.06.2017 00:30","7859","8209"
"19.06.2017 00:30 - 19.06.2017 00:45","7800","8115"
"19.06.2017 00:45 - 19.06.2017 01:00","7723","8046"
"19.06.2017 01:00 - 19.06.2017 01:15","7693","7952"
"19.06.2017 01:15 - 19.06.2017 01:30","7573","7941"
"19.06.2017 01:30 - 19.06.2017 01:45","7539","7844"
"19.06.2017 01:45 - 19.06.2017 02:00","7419","7690"
"19.06.2017 02:00 - 19.06.2017 02:15","7314","7675"
"19.06.2017 02:15 - 19.06.2017 02:30","7343","7656"
"19.06.2017 02:30 - 19.06.2017 02:45","7362","7616"
"19.06.2017 02:45 - 19.06.2017 03:00","7404","7573"
"19.06.2017 03:00 - 19.06.2017 03:15","7343","7560"
"19.06.2017 03:15 - 19.06.2017 03:30","7316","7572"
"19.06.2017 03:30 - 19.06.2017 03:45","7265","7506"
"19.06.2017 03:45 - 19.06.2017 04:00","7345","7580"
"19.06.2017 04:00 - 19.06.2017 04:15","7380","7597"
"19.06.2017 04:15 - 19.06.2017 04:30","7332","7699"
"19.06.2017 04:30 - 19.06.2017 04:45","7392","7643"
"19.06.2017 04:45 - 19.06.2017 05:00","7494","7845"
"19.06.2017 05:00 - 19.06.2017 05:15","7599","7864"
"19.06.2017 05:15 - 19.06.2017 05:30","7616","7819"
"19.06.2017 05:30 - 19.06.2017 05:45","7625","7891"
"19.06.2017 05:45 - 19.06.2017 06:00","7811","8091"
"19.06.2017 06:00 - 19.06.2017 06:15","8159","8440"
"19.06.2017 06:15 - 19.06.2017 06:30","8458","8662"
"19.06.2017 06:30 - 19.06.2017 06:45","8774","8952"
"19.06.2017 06:45 - 19.06.2017 07:00","9057","9213"
"19.06.2017 07:00 - 19.06.2017 07:15","9315","9622"
"19.06.2017 07:15 - 19.06.2017 07:30","9569","9848"
"19.06.2017 07:30 - 19.06.2017 07:45","9735","10078"
"19.06.2017 07:45 - 19.06.2017 08:00","9854","10295"
"19.06.2017 08:00 - 19.06.2017 08:15","10075","10349"
"19.06.2017 08:15 - 19.06.2017 08:30","10167","10500"
"19.06.2017 08:30 - 19.06.2017 08:45","10287","10685"
"19.06.2017 08:45 - 19.06.2017 09:00","10301","10758"
"19.06.2017 09:00 - 19.06.2017 09:15","10593","10962"
"19.06.2017 09:15 - 19.06.2017 09:30","10631","11060"
"19.06.2017 09:30 - 19.06.2017 09:45","10552","11179"
"19.06.2017 09:45 - 19.06.2017 10:00","10469","11187"
"19.06.2017 10:00 - 19.06.2017 10:15","10578","11168"
"19.06.2017 10:15 - 19.06.2017 10:30","10617","11290"
"19.06.2017 10:30 - 19.06.2017 10:45","10706","11279"
"19.06.2017 10:45 - 19.06.2017 11:00","10769","11345"
"19.06.2017 11:00 - 19.06.2017 11:15","10754","11266"
"19.06.2017 11:15 - 19.06.2017 11:30","10825","11229"
"19.06.2017 11:30 - 19.06.2017 11:45","10889","11296"
"19.06.2017 11:45 - 19.06.2017 12:00","11015","11274"
"19.06.2017 12:00 - 19.06.2017 12:15","10741","11155"
"19.06.2017 12:15 - 19.06.2017 12:30","10595","11028"
"19.06.2017 12:30 - 19.06.2017 12:45","10666","11063"
"19.06.2017 12:45 - 19.06.2017 13:00","10750","11107"
"19.06.2017 13:00 - 19.06.2017 13:15","10821","11110"
"19.06.2017 13:15 - 19.06.2017 13:30","10798","11077"
"19.06.2017 13:30 - 19.06.2017 13:45","10704","11023"
"19.06.2017 13:45 - 19.06.2017 14:00","10752","11048"
"19.06.2017 14:00 - 19.06.2017 14:15","10753","11038"
"19.06.2017 14:15 - 19.06.2017 14:30","10706","11059"
"19.06.2017 14:30 - 19.06.2017 14:45","10698","11152"
"19.06.2017 14:45 - 19.06.2017 15:00","10689","11125"
"19.06.2017 15:00 - 19.06.2017 15:15","10703","11102"
"19.06.2017 15:15 - 19.06.2017 15:30","10674","11140"
"19.06.2017 15:30 - 19.06.2017 15:45","10599","11102"
"19.06.2017 15:45 - 19.06.2017 16:00","10566","11081"
"19.06.2017 16:00 - 19.06.2017 16:15","10562","11036"
"19.06.2017 16:15 - 19.06.2017 16:30","10573","10969"
"19.06.2017 16:30 - 19.06.2017 16:45","10642","10971"
"19.06.2017 16:45 - 19.06.2017 17:00","10578","10983"
"19.06.2017 17:00 - 19.06.2017 17:15","10603","10961"
"19.06.2017 17:15 - 19.06.2017 17:30","10614","11055"
"19.06.2017 17:30 - 19.06.2017 17:45","10671","11038"
"19.06.2017 17:45 - 19.06.2017 18:00","10777","11067"
"19.06.2017 18:00 - 19.06.2017 18:15","10635","11070"
"19.06.2017 18:15 - 19.06.2017 18:30","10634","10959"
"19.06.2017 18:30 - 19.06.2017 18:45","10572","10957"
"19.06.2017 18:45 - 19.06.2017 19:00","10453","10921"
"19.06.2017 19:00 - 19.06.2017 19:15","10399","10794"
"19.06.2017 19:15 - 19.06.2017 19:30","10295","10625"
"19.06.2017 19:30 - 19.06.2017 19:45","10177","10556"
"19.06.2017 19:45 - 19.06.2017 20:00","10033","10420"
"19.06.2017 20:00 - 19.06.2017 20:15","9989","10417"
"19.06.2017 20:15 - 19.06.2017 20:30","9887","10301"
"19.06.2017 20:30 - 19.06.2017 20:45","9730","10233"
"19.06.2017 20:45 - 19.06.2017 21:00","9672","10153"
"19.06.2017 21:00 - 19.06.2017 21:15","9621","10088"
"19.06.2017 21:15 - 19.06.2017 21:30","9547","10110"
"19.06.2017 21:30 - 19.06.2017 21:45","9515","10003"
"19.06.2017 21:45 - 19.06.2017 22:00","9427","9895"
"19.06.2017 22:00 - 19.06.2017 22:15","9505","10013"
"19.06.2017 22:15 - 19.06.2017 22:30","9616","10123"
"19.06.2017 22:30 - 19.06.2017 22:45","9752","10114"
"19.06.2017 22:45 - 19.06.2017 23:00","9603","10102"
"19.06.2017 23:00 - 19.06.2017 23:15","9521","10117"
"19.06.2017 23:15 - 19.06.2017 23:30","9221","9821"
"19.06.2017 23:30 - 19.06.2017 23:45","9113","9626"
"19.06.2017 23:45 - 20.06.2017 00:00","8938","9493"
"20.06.2017 00:00 - 20.06.2017 00:15","8941","9320"
"20.06.2017 00:15 - 20.06.2017 00:30","8709","9017"
"20.06.2017 00:30 - 20.06.2017 00:45","8628","8884"
"20.06.2017 00:45 - 20.06.2017 01:00","8451","8798"
"20.06.2017 01:00 - 20.06.2017 01:15","8423","8808"
"20.06.2017 01:15 - 20.06.2017 01:30","8348","8566"
"20.06.2017 01:30 - 20.06.2017 01:45","8268","8508"
"20.06.2017 01:45 - 20.06.2017 02:00","8165","8446"
"20.06.2017 02:00 - 20.06.2017 02:15","8149","8372"
"20.06.2017 02:15 - 20.06.2017 02:30","8087","8404"
"20.06.2017 02:30 - 20.06.2017 02:45","8062","8304"
"20.06.2017 02:45 - 20.06.2017 03:00","8027","8287"
"20.06.2017 03:00 - 20.06.2017 03:15","8013","8170"
"20.06.2017 03:15 - 20.06.2017 03:30","8015","8193"
"20.06.2017 03:30 - 20.06.2017 03:45","7996","8136"
"20.06.2017 03:45 - 20.06.2017 04:00","7959","8146"
"20.06.2017 04:00 - 20.06.2017 04:15","8004","8137"
"20.06.2017 04:15 - 20.06.2017 04:30","8039","8173"
"20.06.2017 04:30 - 20.06.2017 04:45","8037","8284"
"20.06.2017 04:45 - 20.06.2017 05:00","8102","8305"
"20.06.2017 05:00 - 20.06.2017 05:15","8113","8402"
"20.06.2017 05:15 - 20.06.2017 05:30","8117","8359"
"20.06.2017 05:30 - 20.06.2017 05:45","8144","8455"
"20.06.2017 05:45 - 20.06.2017 06:00","8285","8603"
"20.06.2017 06:00 - 20.06.2017 06:15","8582","8939"
"20.06.2017 06:15 - 20.06.2017 06:30","8840","9268"
"20.06.2017 06:30 - 20.06.2017 06:45","9082","9402"
"20.06.2017 06:45 - 20.06.2017 07:00","9354","9692"
"20.06.2017 07:00 - 20.06.2017 07:15","9567","9979"
"20.06.2017 07:15 - 20.06.2017 07:30","9830","10207"
"20.06.2017 07:30 - 20.06.2017 07:45","10051","10400"
"20.06.2017 07:45 - 20.06.2017 08:00","10191","10605"
"20.06.2017 08:00 - 20.06.2017 08:15","10369","10799"
"20.06.2017 08:15 - 20.06.2017 08:30","10457","10983"
"20.06.2017 08:30 - 20.06.2017 08:45","10610","11024"
"20.06.2017 08:45 - 20.06.2017 09:00","10688","11081"
"20.06.2017 09:00 - 20.06.2017 09:15","10805","11264"
"20.06.2017 09:15 - 20.06.2017 09:30","10878","11273"
"20.06.2017 09:30 - 20.06.2017 09:45","10910","11457"
"20.06.2017 09:45 - 20.06.2017 10:00","10934","11405"
"20.06.2017 10:00 - 20.06.2017 10:15","10974","11387"
"20.06.2017 10:15 - 20.06.2017 10:30","10991","11412"
"20.06.2017 10:30 - 20.06.2017 10:45","11044","11448"
"20.06.2017 10:45 - 20.06.2017 11:00","11075","11478"
"20.06.2017 11:00 - 20.06.2017 11:15","11117","11470"
"20.06.2017 11:15 - 20.06.2017 11:30","11143","11516"
"20.06.2017 11:30 - 20.06.2017 11:45","11202","11565"
"20.06.2017 11:45 - 20.06.2017 12:00","11225","11542"
"20.06.2017 12:00 - 20.06.2017 12:15","11076","11484"
"20.06.2017 12:15 - 20.06.2017 12:30","10948","11367"
"20.06.2017 12:30 - 20.06.2017 12:45","10941","11450"
"20.06.2017 12:45 - 20.06.2017 13:00","10966","11425"
"20.06.2017 13:00 - 20.06.2017 13:15","11070","11376"
"20.06.2017 13:15 - 20.06.2017 13:30","11046","11433"
"20.06.2017 13:30 - 20.06.2017 13:45","10997","11364"
"20.06.2017 13:45 - 20.06.2017 14:00","10953","11307"
"20.06.2017 14:00 - 20.06.2017 14:15","10894","11271"
"20.06.2017 14:15 - 20.06.2017 14:30","10922","11212"
"20.06.2017 14:30 - 20.06.2017 14:45","10877","11198"
"20.06.2017 14:45 - 20.06.2017 15:00","10890","11215"
"20.06.2017 15:00 - 20.06.2017 15:15","10868","11187"
"20.06.2017 15:15 - 20.06.2017 15:30","10797","11194"
"20.06.2017 15:30 - 20.06.2017 15:45","10783","11198"
"20.06.2017 15:45 - 20.06.2017 16:00","10739","11119"
"20.06.2017 16:00 - 20.06.2017 16:15","10726","11213"
"20.06.2017 16:15 - 20.06.2017 16:30","10714","11137"
"20.06.2017 16:30 - 20.06.2017 16:45","10693","11121"
"20.06.2017 16:45 - 20.06.2017 17:00","10703","11123"
"20.06.2017 17:00 - 20.06.2017 17:15","10703","11156"
"20.06.2017 17:15 - 20.06.2017 17:30","10693","11065"
"20.06.2017 17:30 - 20.06.2017 17:45","10766","11095"
"20.06.2017 17:45 - 20.06.2017 18:00","10808","11110"
"20.06.2017 18:00 - 20.06.2017 18:15","10680","10970"
"20.06.2017 18:15 - 20.06.2017 18:30","10639","10910"
"20.06.2017 18:30 - 20.06.2017 18:45","10595","10802"
"20.06.2017 18:45 - 20.06.2017 19:00","10527","10824"
"20.06.2017 19:00 - 20.06.2017 19:15","10384","10720"
"20.06.2017 19:15 - 20.06.2017 19:30","10304","10547"
"20.06.2017 19:30 - 20.06.2017 19:45","10236","10471"
"20.06.2017 19:45 - 20.06.2017 20:00","10176","10398"
"20.06.2017 20:00 - 20.06.2017 20:15","10104","10359"
"20.06.2017 20:15 - 20.06.2017 20:30","9983","10304"
"20.06.2017 20:30 - 20.06.2017 20:45","9941","10158"
"20.06.2017 20:45 - 20.06.2017 21:00","9756","10096"
"20.06.2017 21:00 - 20.06.2017 21:15","9726","10017"
"20.06.2017 21:15 - 20.06.2017 21:30","9678","9934"
"20.06.2017 21:30 - 20.06.2017 21:45","9632","9860"
"20.06.2017 21:45 - 20.06.2017 22:00","9601","9810"
"20.06.2017 22:00 - 20.06.2017 22:15","9689","9795"
"20.06.2017 22:15 - 20.06.2017 22:30","9814","9978"
"20.06.2017 22:30 - 20.06.2017 22:45","9879","10067"
"20.06.2017 22:45 - 20.06.2017 23:00","9795","9922"
"20.06.2017 23:00 - 20.06.2017 23:15","9686","9925"
"20.06.2017 23:15 - 20.06.2017 23:30","9544","9785"
"20.06.2017 23:30 - 20.06.2017 23:45","9354","9652"
"20.06.2017 23:45 - 21.06.2017 00:00","9201","9340"
"21.06.2017 00:00 - 21.06.2017 00:15","9125","9188"
"21.06.2017 00:15 - 21.06.2017 00:30","8944","9070"
"21.06.2017 00:30 - 21.06.2017 00:45","8853","9014"
"21.06.2017 00:45 - 21.06.2017 01:00","8744","8882"
"21.06.2017 01:00 - 21.06.2017 01:15","8662","8817"
"21.06.2017 01:15 - 21.06.2017 01:30","8608","8769"
"21.06.2017 01:30 - 21.06.2017 01:45","8471","8632"
"21.06.2017 01:45 - 21.06.2017 02:00","8373","8631"
"21.06.2017 02:00 - 21.06.2017 02:15","8221","8515"
"21.06.2017 02:15 - 21.06.2017 02:30","8155","8511"
"21.06.2017 02:30 - 21.06.2017 02:45","8128","8403"
"21.06.2017 02:45 - 21.06.2017 03:00","8085","8401"
"21.06.2017 03:00 - 21.06.2017 03:15","8051","8417"
"21.06.2017 03:15 - 21.06.2017 03:30","8054","8356"
"21.06.2017 03:30 - 21.06.2017 03:45","8038","8302"
"21.06.2017 03:45 - 21.06.2017 04:00","8006","8305"
"21.06.2017 04:00 - 21.06.2017 04:15","8044","8361"
"21.06.2017 04:15 - 21.06.2017 04:30","8077","8324"
"21.06.2017 04:30 - 21.06.2017 04:45","8078","8409"
"21.06.2017 04:45 - 21.06.2017 05:00","8144","8412"
"21.06.2017 05:00 - 21.06.2017 05:15","8186","8430"
"21.06.2017 05:15 - 21.06.2017 05:30","8194","8353"
"21.06.2017 05:30 - 21.06.2017 05:45","8219","8437"
"21.06.2017 05:45 - 21.06.2017 06:00","8358","8627"
"21.06.2017 06:00 - 21.06.2017 06:15","8632","8860"
"21.06.2017 06:15 - 21.06.2017 06:30","8889","9131"
"21.06.2017 06:30 - 21.06.2017 06:45","9129","9390"
"21.06.2017 06:45 - 21.06.2017 07:00","9400","9560"
"21.06.2017 07:00 - 21.06.2017 07:15","9680","9827"
"21.06.2017 07:15 - 21.06.2017 07:30","9944","10091"
"21.06.2017 07:30 - 21.06.2017 07:45","10166","10364"
"21.06.2017 07:45 - 21.06.2017 08:00","10305","10505"
"21.06.2017 08:00 - 21.06.2017 08:15","10425","10577"
"21.06.2017 08:15 - 21.06.2017 08:30","10517","10802"
"21.06.2017 08:30 - 21.06.2017 08:45","10672","10919"
"21.06.2017 08:45 - 21.06.2017 09:00","10755","10942"
"21.06.2017 09:00 - 21.06.2017 09:15","10853","11066"
"21.06.2017 09:15 - 21.06.2017 09:30","10930","11171"
"21.06.2017 09:30 - 21.06.2017 09:45","10962","11219"
"21.06.2017 09:45 - 21.06.2017 10:00","10984","11301"
"21.06.2017 10:00 - 21.06.2017 10:15","10994","11287"
"21.06.2017 10:15 - 21.06.2017 10:30","11008","11281"
"21.06.2017 10:30 - 21.06.2017 10:45","11057","11402"
"21.06.2017 10:45 - 21.06.2017 11:00","11087","11387"
"21.06.2017 11:00 - 21.06.2017 11:15","11157","11417"
"21.06.2017 11:15 - 21.06.2017 11:30","11185","11538"
"21.06.2017 11:30 - 21.06.2017 11:45","11250","11616"
"21.06.2017 11:45 - 21.06.2017 12:00","11279","11644"
"21.06.2017 12:00 - 21.06.2017 12:15","11145","11502"
"21.06.2017 12:15 - 21.06.2017 12:30","11016","11448"
"21.06.2017 12:30 - 21.06.2017 12:45","11011","11442"
"21.06.2017 12:45 - 21.06.2017 13:00","11040","11520"
"21.06.2017 13:00 - 21.06.2017 13:15","11090","11481"
"21.06.2017 13:15 - 21.06.2017 13:30","11065","11506"
"21.06.2017 13:30 - 21.06.2017 13:45","11014","11619"
"21.06.2017 13:45 - 21.06.2017 14:00","10969","11551"
"21.06.2017 14:00 - 21.06.2017 14:15","10924","11486"
"21.06.2017 14:15 - 21.06.2017 14:30","10958","11448"
"21.06.2017 14:30 - 21.06.2017 14:45","10911","11398"
"21.06.2017 14:45 - 21.06.2017 15:00","10922","11342"
"21.06.2017 15:00 - 21.06.2017 15:15","10939","11523"
"21.06.2017 15:15 - 21.06.2017 15:30","10867","11464"
"21.06.2017 15:30 - 21.06.2017 15:45","10847","11466"
"21.06.2017 15:45 - 21.06.2017 16:00","10795","11309"
"21.06.2017 16:00 - 21.06.2017 16:15","10778","11247"
"21.06.2017 16:15 - 21.06.2017 16:30","10767","11365"
"21.06.2017 16:30 - 21.06.2017 16:45","10744","11280"
"21.06.2017 16:45 - 21.06.2017 17:00","10757","11304"
"21.06.2017 17:00 - 21.06.2017 17:15","10751","11273"
"21.06.2017 17:15 - 21.06.2017 17:30","10748","11217"
"21.06.2017 17:30 - 21.06.2017 17:45","10818","11272"
"21.06.2017 17:45 - 21.06.2017 18:00","10859","11241"
"21.06.2017 18:00 - 21.06.2017 18:15","10729","11186"
"21.06.2017 18:15 - 21.06.2017 18:30","10685","11126"
"21.06.2017 18:30 - 21.06.2017 18:45","10638","11039"
"21.06.2017 18:45 - 21.06.2017 19:00","10568","11048"
"21.06.2017 19:00 - 21.06.2017 19:15","10425","10938"
"21.06.2017 19:15 - 21.06.2017 19:30","10346","10878"
"21.06.2017 19:30 - 21.06.2017 19:45","10276","10771"
"21.06.2017 19:45 - 21.06.2017 20:00","10217","10684"
"21.06.2017 20:00 - 21.06.2017 20:15","10150","10591"
"21.06.2017 20:15 - 21.06.2017 20:30","10031","10420"
"21.06.2017 20:30 - 21.06.2017 20:45","10000","10452"
"21.06.2017 20:45 - 21.06.2017 21:00","9822","10317"
"21.06.2017 21:00 - 21.06.2017 21:15","9820","10249"
"21.06.2017 21:15 - 21.06.2017 21:30","9775","10141"
"21.06.2017 21:30 - 21.06.2017 21:45","9722","10088"
"21.06.2017 21:45 - 21.06.2017 22:00","9683","9971"
"21.06.2017 22:00 - 21.06.2017 22:15","9808","10049"
"21.06.2017 22:15 - 21.06.2017 22:30","9938","10194"
"21.06.2017 22:30 - 21.06.2017 22:45","10003","10237"
"21.06.2017 22:45 - 21.06.2017 23:00","9926","10113"
"21.06.2017 23:00 - 21.06.2017 23:15","9788","9972"
"21.06.2017 23:15 - 21.06.2017 23:30","9644","9814"
"21.06.2017 23:30 - 21.06.2017 23:45","9449","9582"
"21.06.2017 23:45 - 22.06.2017 00:00","9291","9373"
"22.06.2017 00:00 - 22.06.2017 00:15","8949","9154"
"22.06.2017 00:15 - 22.06.2017 00:30","8781","9004"
"22.06.2017 00:30 - 22.06.2017 00:45","8697","8835"
"22.06.2017 00:45 - 22.06.2017 01:00","8589","8803"
"22.06.2017 01:00 - 22.06.2017 01:15","8505","8779"
"22.06.2017 01:15 - 22.06.2017 01:30","8465","8687"
"22.06.2017 01:30 - 22.06.2017 01:45","8338","8622"
"22.06.2017 01:45 - 22.06.2017 02:00","8258","8436"
"22.06.2017 02:00 - 22.06.2017 02:15","8238","8459"
"22.06.2017 02:15 - 22.06.2017 02:30","8199","8380"
"22.06.2017 02:30 - 22.06.2017 02:45","8156","8333"
"22.06.2017 02:45 - 22.06.2017 03:00","8106","8340"
"22.06.2017 03:00 - 22.06.2017 03:15","8106","8235"
"22.06.2017 03:15 - 22.06.2017 03:30","8121","8156"
"22.06.2017 03:30 - 22.06.2017 03:45","8107","8194"
"22.06.2017 03:45 - 22.06.2017 04:00","8087","8255"
"22.06.2017 04:00 - 22.06.2017 04:15","8084","8252"
"22.06.2017 04:15 - 22.06.2017 04:30","8114","7654"
"22.06.2017 04:30 - 22.06.2017 04:45","8133","8290"
"22.06.2017 04:45 - 22.06.2017 05:00","8188","8460"
"22.06.2017 05:00 - 22.06.2017 05:15","8204","8423"
"22.06.2017 05:15 - 22.06.2017 05:30","8191","8452"
"22.06.2017 05:30 - 22.06.2017 05:45","8233","8440"
"22.06.2017 05:45 - 22.06.2017 06:00","8363","8580"
"22.06.2017 06:00 - 22.06.2017 06:15","8712","8844"
"22.06.2017 06:15 - 22.06.2017 06:30","8978","9141"
"22.06.2017 06:30 - 22.06.2017 06:45","9193","9361"
"22.06.2017 06:45 - 22.06.2017 07:00","9466","9620"
"22.06.2017 07:00 - 22.06.2017 07:15","9731","10081"
"22.06.2017 07:15 - 22.06.2017 07:30","9987","10325"
"22.06.2017 07:30 - 22.06.2017 07:45","10201","10575"
"22.06.2017 07:45 - 22.06.2017 08:00","10361","10693"
"22.06.2017 08:00 - 22.06.2017 08:15","10525","10866"
"22.06.2017 08:15 - 22.06.2017 08:30","10631","11018"
"22.06.2017 08:30 - 22.06.2017 08:45","10769","11170"
"22.06.2017 08:45 - 22.06.2017 09:00","10847","11241"
"22.06.2017 09:00 - 22.06.2017 09:15","10958","11335"
"22.06.2017 09:15 - 22.06.2017 09:30","11017","11447"
"22.06.2017 09:30 - 22.06.2017 09:45","11071","11512"
"22.06.2017 09:45 - 22.06.2017 10:00","11076","11563"
"22.06.2017 10:00 - 22.06.2017 10:15","11096","11607"
"22.06.2017 10:15 - 22.06.2017 10:30","11116","11557"
"22.06.2017 10:30 - 22.06.2017 10:45","11153","11596"
"22.06.2017 10:45 - 22.06.2017 11:00","11187","11650"
"22.06.2017 11:00 - 22.06.2017 11:15","11245","11671"
"22.06.2017 11:15 - 22.06.2017 11:30","11281","11709"
